S.No:,Contract No:,Stock Symbol,Buyer Broker,Seller Broker,Quantity,Rate,Amount
39962,'2020102904000288',GIC,41,45,10,564,5640.00
39963,'2020102904000287',GIC,49,6,10,564,5640.00
39964,'2020102903000204',JBBL,35,58,500,220,110000.00
39965,'2020102901001442',GBIME,57,29,20,303,6060.00
39966,'2020102901001441',RHPL,25,25,40,211,8440.00
39967,'2020102901001440',PRVU,1,25,100,268,26800.00
39968,'2020102901001439',GBIME,32,29,100,303,30300.00
39969,'2020102904000286',GIC,49,21,10,564,5640.00
39970,'2020102904000285',CMF1,58,42,1000,9.8,9800.00
39971,'2020102901001438',PRVU,34,17,100,270,27000.00
39972,'2020102901001437',PRVU,41,17,872,270,235440.00
39973,'2020102901001436',PRVU,41,33,178,270,48060.00
39974,'2020102901001435',PRVU,41,49,950,269,255550.00
39975,'2020102903000203',MFIL,41,53,150,335,50250.00
39976,'2020102901001434',PRVU,10,49,50,269,13450.00
39977,'2020102901001433',SRBL,41,3,500,269,134500.00
39978,'2020102901001432',SRBL,41,5,100,269,26900.00
39979,'2020102901001431',BOKL,42,26,221,292,64532.00
39980,'2020102901001430',NBL,16,50,305,351,107055.00
39981,'2020102903000202',KRBL,38,57,100,151,15100.00
39982,'2020102904000284',GIC,49,52,10,564,5640.00
39983,'2020102901001429',NICA,5,44,30,620,18600.00
39984,'2020102901001428',NICA,45,44,10,620,6200.00
39985,'2020102901001427',NICA,49,44,480,620,297600.00
39986,'2020102904000283',GIC,49,41,10,564,5640.00
39987,'2020102901001426',SHIVM,39,6,50,741,37050.00
39988,'2020102901001425',SHIVM,45,6,50,741,37050.00
39989,'2020102901001424',MEGA,21,34,250,244,61000.00
39990,'2020102901001423',MEGA,50,34,500,245,122500.00
39991,'2020102901001422',MEGA,55,34,50,245,12250.00
39992,'2020102901001421',MEGA,14,34,100,245,24500.00
39993,'2020102901001420',MEGA,35,34,100,246,24600.00
39994,'2020102903000201',MLBL,43,39,116,240,27840.00
39995,'2020102901001419',NIB,19,52,50,446,22300.00
39996,'2020102901001418',NIB,19,56,50,446,22300.00
39997,'2020102904000282',GIC,49,51,10,564,5640.00
39998,'2020102901001417',PCBL,6,43,332,338,112216.00
39999,'2020102901001416',GBIME,28,53,76,304,23104.00
40000,'2020102901001415',GBIME,28,44,24,303,7272.00
40001,'2020102901001414',PCBL,6,26,32,338,10816.00
40002,'2020102901001413',SBL,58,11,100,350,35000.00
40003,'2020102903000200',PFL,43,38,242,198,47916.00
40004,'2020102903000199',MPFL,59,18,25,147,3675.00
40005,'2020102901001412',CZBIL,43,59,323,245,79135.00
40006,'2020102901001411',CZBIL,3,59,177,246,43542.00
40007,'2020102904000281',GIC,49,42,10,564,5640.00
40008,'2020102903000198',RLI,45,36,10,596,5960.00
40009,'2020102903000197',SINDU,49,59,500,166,83000.00
40010,'2020102901001410',KBL,54,51,11,244,2684.00
40011,'2020102901001409',KBL,56,51,89,244,21716.00
40012,'2020102901001408',CZBIL,3,25,23,246,5658.00
40013,'2020102901001407',NBL,16,25,695,351,243945.00
40014,'2020102901001406',NBL,43,25,305,351,107055.00
40015,'2020102901001405',NIB,17,1,500,445,222500.00
40016,'2020102901001404',PRVU,38,33,1000,270,270000.00
40017,'2020102903000196',SHINE,57,37,70,285,19950.00
40018,'2020102901001403',PCBL,48,51,180,339,61020.00
40019,'2020102901001402',PCBL,48,8,20,339,6780.00
40020,'2020102904000280',GIC,49,53,10,564,5640.00
40021,'2020102901001401',GBIME,42,44,100,303,30300.00
40022,'2020102901001400',GBIME,55,44,100,303,30300.00
40023,'2020102901001399',GBIME,5,44,50,303,15150.00
40024,'2020102901001398',GBIME,58,44,300,303,90900.00
40025,'2020102901001397',GBIME,57,44,126,303,38178.00
40026,'2020102901001396',EBL,21,45,16,753,12048.00
40027,'2020102901001395',EBL,50,45,15,753,11295.00
40028,'2020102901001394',ADBL,32,49,50,480,24000.00
40029,'2020102904000279',GIC,49,58,10,564,5640.00
40030,'2020102901001393',PRVU,58,33,200,270,54000.00
40031,'2020102901001392',MEGA,32,44,100,247,24700.00
40032,'2020102901001391',GBIME,57,37,124,303,37572.00
40033,'2020102901001390',GBIME,34,37,100,303,30300.00
40034,'2020102901001389',GBIME,33,37,135,303,40905.00
40035,'2020102901001388',GBIME,46,37,100,303,30300.00
40036,'2020102901001387',GBIME,22,37,41,303,12423.00
40037,'2020102903000195',CIT,28,46,10,3788,37880.00
40038,'2020102901001386',KBL,56,32,100,244,24400.00
40039,'2020102901001385',PCBL,6,32,622,338,210236.00
40040,'2020102901001384',PIC,34,4,80,780,62400.00
40041,'2020102904000278',GIC,49,34,10,564,5640.00
40042,'2020102901001383',PCBL,14,8,80,339,27120.00
40043,'2020102901001382',PCBL,14,53,20,339,6780.00
40044,'2020102901001381',KBL,26,36,600,245,147000.00
40045,'2020102901001380',KBL,26,33,400,245,98000.00
40046,'2020102901001379',UMHL,11,34,262,164,42968.00
40047,'2020102901001378',NCCB,52,41,120,244,29280.00
40048,'2020102901001377',KBL,56,45,11,244,2684.00
40049,'2020102901001376',KBL,25,45,25,244,6100.00
40050,'2020102903000194',NRIC,28,36,40,861,34440.00
40051,'2020102904000277',GIC,49,34,10,564,5640.00
40052,'2020102901001375',AIL,3,47,10,511,5110.00
40053,'2020102901001374',PRVU,1,41,71,268,19028.00
40054,'2020102901001373',PRVU,37,41,100,268,26800.00
40055,'2020102901001372',PRVU,20,41,100,268,26800.00
40056,'2020102901001371',PRVU,6,41,191,268,51188.00
40057,'2020102901001370',PRVU,3,41,300,268,80400.00
40058,'2020102901001369',PRVU,58,41,265,269,71285.00
40059,'2020102901001368',PCBL,6,7,100,338,33800.00
40060,'2020102901001367',NMB,41,33,200,434,86800.00
40061,'2020102901001366',MEGA,17,44,500,247,123500.00
40062,'2020102903000193',RLI,45,49,10,596,5960.00
40063,'2020102901001365',NABIL,42,38,10,913,9130.00
40064,'2020102901001364',PCBL,35,53,50,339,16950.00
40065,'2020102901001363',NMB,37,33,1000,434,434000.00
40066,'2020102901001362',NMB,58,33,100,434,43400.00
40067,'2020102901001361',NMB,34,33,50,434,21700.00
40068,'2020102901001360',NMB,45,33,72,434,31248.00
40069,'2020102901001359',NMB,35,33,20,434,8680.00
40070,'2020102904000276',GIC,49,21,10,564,5640.00
40071,'2020102903000192',ILBS,19,13,89,830,73870.00
40072,'2020102903000191',ILBS,19,36,11,813,8943.00
40073,'2020102901001358',BOKL,10,58,1000,292,292000.00
40074,'2020102901001357',CCBL,33,1,300,207,62100.00
40075,'2020102901001356',CCBL,50,1,106,207,21942.00
40076,'2020102901001355',SANIMA,52,3,200,361,72200.00
40077,'2020102901001354',NCCB,59,41,300,244,73200.00
40078,'2020102901001353',KBL,25,45,25,244,6100.00
40079,'2020102901001352',KBL,33,45,130,244,31720.00
40080,'2020102901001351',KBL,53,45,100,244,24400.00
40081,'2020102901001350',ADBL,35,14,50,482,24100.00
40082,'2020102904000275',GIC,49,51,10,564,5640.00
40083,'2020102901001349',LBL,45,45,18,290,5220.00
40084,'2020102901001348',LBL,57,45,10,290,2900.00
40085,'2020102901001347',LBL,36,45,80,290,23200.00
40086,'2020102901001346',PRVU,58,43,35,269,9415.00
40087,'2020102901001345',CZBIL,11,37,325,247,80275.00
40088,'2020102901001344',CZBIL,11,59,175,247,43225.00
40089,'2020102903000190',PFL,43,47,100,198,19800.00
40090,'2020102904000274',GIC,49,45,10,564,5640.00
40091,'2020102901001343',CBL,34,29,208,182,37856.00
40092,'2020102901001342',CBL,34,43,292,181,52852.00
40093,'2020102901001341',CBL,53,43,50,181,9050.00
40094,'2020102901001340',HBL,22,59,20,625,12500.00
40095,'2020102904000273',GIC,49,14,10,564,5640.00
40096,'2020102901001339',UMHL,38,34,100,164,16400.00
40097,'2020102904000272',GIC,49,51,10,564,5640.00
40098,'2020102901001338',CBL,53,25,50,181,9050.00
40099,'2020102901001337',CBL,39,25,150,181,27150.00
40100,'2020102901001336',ADBL,38,14,50,482,24100.00
40101,'2020102901001335',PRVU,3,1,100,268,26800.00
40102,'2020102903000189',RLI,45,28,10,596,5960.00
40103,'2020102904000271',GIC,49,42,10,564,5640.00
40104,'2020102901001334',LBL,45,22,300,291,87300.00
40105,'2020102903000188',MNBBL,53,34,200,376,75200.00
40106,'2020102903000187',MNBBL,53,10,300,373,111900.00
40107,'2020102904000270',GIC,49,6,10,564,5640.00
40108,'2020102901001333',CCBL,50,35,114,207,23598.00
40109,'2020102901001332',CZBIL,54,34,1000,245,245000.00
40110,'2020102903000186',NLIC,34,17,200,1404,280800.00
40111,'2020102904000269',GIC,49,51,10,564,5640.00
40112,'2020102903000185',PLIC,50,17,51,656,33456.00
40113,'2020102901001331',NHPC,21,34,500,109,54500.00
40114,'2020102901001330',SCB,3,50,50,697,34850.00
40115,'2020102901001329',LEC,38,17,10,204,2040.00
40116,'2020102901001328',EBL,42,14,100,754,75400.00
40117,'2020102901001327',KBL,50,33,100,245,24500.00
40118,'2020102901001326',HPPL,47,14,30,212,6360.00
40119,'2020102904000268',GIC,49,38,10,564,5640.00
40120,'2020102903000184',KRBL,57,48,100,151,15100.00
40121,'2020102901001325',CZBIL,55,59,75,247,18525.00
40122,'2020102901001324',CZBIL,55,17,36,247,8892.00
40123,'2020102901001323',CZBIL,55,19,39,246,9594.00
40124,'2020102901001322',MEGA,14,44,95,247,23465.00
40125,'2020102901001321',MEGA,14,1,155,247,38285.00
40126,'2020102901001320',MEGA,14,59,250,246,61500.00
40127,'2020102903000183',MPFL,42,18,100,147,14700.00
40128,'2020102901001319',API,44,50,250,225,56250.00
40129,'2020102904000267',GIC,49,44,10,564,5640.00
40130,'2020102904000266',GIC,1,8,10,564,5640.00
40131,'2020102903000182',SINDU,51,43,50,167,8350.00
40132,'2020102903000181',SINDU,51,43,80,167,13360.00
40133,'2020102901001318',CCBL,50,6,12,207,2484.00
40134,'2020102901001317',PCBL,6,13,100,338,33800.00
40135,'2020102901001316',PCBL,6,11,314,338,106132.00
40136,'2020102903000180',JBBL,40,14,300,219,65700.00
40137,'2020102903000179',JBBL,40,29,10,219,2190.00
40138,'2020102901001315',NHPC,21,47,100,109,10900.00
40139,'2020102901001314',MEGA,7,59,500,246,123000.00
40140,'2020102901001313',MEGA,54,59,100,246,24600.00
40141,'2020102901001312',MEGA,38,59,100,246,24600.00
40142,'2020102901001311',MEGA,59,59,250,246,61500.00
40143,'2020102901001310',MEGA,45,59,1000,246,246000.00
40144,'2020102901001309',MEGA,58,59,100,246,24600.00
40145,'2020102901001308',MEGA,38,59,200,246,49200.00
40146,'2020102901001307',GBIME,17,53,10,304,3040.00
40147,'2020102901001306',NMB,37,41,400,435,174000.00
40148,'2020102903000178',CIT,37,3,15,3793,56895.00
40149,'2020102901001305',CCBL,50,57,168,207,34776.00
40150,'2020102904000265',NIBPO,35,39,100,400,40000.00
40151,'2020102901001304',NMB,13,41,350,435,152250.00
40152,'2020102901001303',PRVU,8,43,80,269,21520.00
40153,'2020102901001302',PRVU,48,43,100,269,26900.00
40154,'2020102901001301',PRVU,58,43,100,269,26900.00
40155,'2020102901001300',PRVU,1,43,330,269,88770.00
40156,'2020102901001299',PRVU,35,43,30,269,8070.00
40157,'2020102901001298',PRVU,51,43,25,269,6725.00
40158,'2020102901001297',PRVU,51,43,300,269,80700.00
40159,'2020102901001296',CCBL,50,44,500,207,103500.00
40160,'2020102901001295',CCBL,50,35,100,207,20700.00
40161,'2020102901001294',NMB,37,41,1000,435,435000.00
40162,'2020102901001293',NMB,51,41,300,435,130500.00
40163,'2020102901001292',NMB,38,41,100,435,43500.00
40164,'2020102901001291',NMB,5,41,100,436,43600.00
40165,'2020102901001290',NMB,22,41,180,437,78660.00
40166,'2020102901001289',NMB,48,41,160,437,69920.00
40167,'2020102901001288',MEGA,47,1,273,247,67431.00
40168,'2020102901001287',MEGA,50,1,80,247,19760.00
40169,'2020102904000264',GIC,1,6,10,564,5640.00
40170,'2020102901001286',ADBL,39,14,100,482,48200.00
40171,'2020102901001285',ADBL,39,42,104,482,50128.00
40172,'2020102901001284',UPPER,21,28,50,288,14400.00
40173,'2020102901001283',NBB,21,50,10,238,2380.00
40174,'2020102901001282',PCBL,43,11,186,338,62868.00
40175,'2020102901001281',NMB,48,37,40,437,17480.00
40176,'2020102901001280',CBL,48,29,30,182,5460.00
40177,'2020102901001279',API,44,41,10,225,2250.00
40178,'2020102901001278',NBL,43,43,1695,351,594945.00
40179,'2020102901001277',NBL,57,43,270,351,94770.00
40180,'2020102901001276',NBL,19,43,35,351,12285.00
40181,'2020102901001275',MBL,5,55,100,239,23900.00
40182,'2020102901001274',MBL,5,19,250,239,59750.00
40183,'2020102904000263',GIC,1,28,10,564,5640.00
40184,'2020102901001273',SBL,43,51,200,350,70000.00
40185,'2020102903000177',SHINE,57,47,114,285,32490.00
40186,'2020102901001272',NBL,41,43,173,352,60896.00
40187,'2020102901001271',NBL,41,22,100,352,35200.00
40188,'2020102901001270',NBL,41,46,1000,352,352000.00
40189,'2020102901001269',NBL,41,10,727,352,255904.00
40190,'2020102901001268',NIB,17,48,150,445,66750.00
40191,'2020102903000176',RLI,45,49,10,596,5960.00
40192,'2020102901001267',NBL,19,16,15,351,5265.00
40193,'2020102901001266',NBL,34,16,235,351,82485.00
40194,'2020102902000014',SSHL,41,45,10,132,1320.00
40195,'2020102903000175',NFS,52,8,40,250,10000.00
40196,'2020102903000174',NFS,34,8,110,250,27500.00
40197,'2020102903000173',ICFC,34,43,374,290,108460.00
40198,'2020102903000172',ICFC,33,43,1000,290,290000.00
40199,'2020102903000171',ICFC,4,43,200,290,58000.00
40200,'2020102901001265',SANIMA,38,3,50,362,18100.00
40201,'2020102901001264',MEGA,35,41,50,248,12400.00
40202,'2020102901001263',NBL,1,10,85,352,29920.00
40203,'2020102901001262',GBIME,57,53,100,304,30400.00
40204,'2020102901001261',PRVU,50,33,500,270,135000.00
40205,'2020102901001260',PCBL,43,14,190,338,64220.00
40206,'2020102903000170',CIT,28,14,50,3780,189000.00
40207,'2020102903000169',CIT,41,14,10,3780,37800.00
40208,'2020102901001259',NBB,14,45,300,237,71100.00
40209,'2020102903000168',MNBBL,42,10,200,374,74800.00
40210,'2020102901001258',CBL,45,34,500,182,91000.00
40211,'2020102901001257',PRVU,58,33,22,270,5940.00
40212,'2020102901001256',PRVU,54,33,1500,270,405000.00
40213,'2020102901001255',PRVU,42,33,300,270,81000.00
40214,'2020102901001254',PRVU,28,33,200,270,54000.00
40215,'2020102901001253',PRVU,45,33,100,270,27000.00
40216,'2020102901001252',PRVU,38,33,500,270,135000.00
40217,'2020102901001251',PRVU,22,33,200,270,54000.00
40218,'2020102901001250',PRVU,42,33,300,270,81000.00
40219,'2020102901001249',PCBL,43,6,624,338,210912.00
40220,'2020102901001248',PCBL,25,6,376,338,127088.00
40221,'2020102904000262',GIC,40,34,10,565,5650.00
40222,'2020102901001247',NCCB,22,41,100,244,24400.00
40223,'2020102901001246',PCBL,5,53,30,339,10170.00
40224,'2020102901001245',CZBIL,46,19,500,246,123000.00
40225,'2020102901001244',CZBIL,21,19,361,246,88806.00
40226,'2020102904000261',GIC,40,46,10,565,5650.00
40227,'2020102901001243',AKPL,47,34,400,258,103200.00
40228,'2020102903000167',ILBS,19,38,11,829,9119.00
40229,'2020102904000260',GIC,40,42,10,565,5650.00
40230,'2020102901001242',PRVU,17,50,226,271,61246.00
40231,'2020102901001241',PRVU,17,40,74,271,20054.00
40232,'2020102904000259',GIC,37,36,10,565,5650.00
40233,'2020102901001240',CZBIL,43,17,100,247,24700.00
40234,'2020102901001239',MBL,5,41,100,238,23800.00
40235,'2020102901001238',NMB,34,33,200,438,87600.00
40236,'2020102903000166',SHINE,57,14,100,285,28500.00
40237,'2020102903000165',NUBL,42,53,50,992,49600.00
40238,'2020102904000258',GIC,37,43,10,565,5650.00
40239,'2020102901001237',CZBIL,41,17,300,247,74100.00
40240,'2020102901001236',NABIL,11,40,30,914,27420.00
40241,'2020102903000164',RLI,5,32,10,599,5990.00
40242,'2020102903000163',RLI,5,32,10,599,5990.00
40243,'2020102903000162',RLI,5,32,10,599,5990.00
40244,'2020102901001235',CZBIL,21,22,200,246,49200.00
40245,'2020102901001234',NCCB,45,41,100,244,24400.00
40246,'2020102901001233',CCBL,50,35,100,207,20700.00
40247,'2020102904000257',GIC,37,39,10,565,5650.00
40248,'2020102901001232',SANIMA,49,3,80,362,28960.00
40249,'2020102901001231',SANIMA,29,3,200,362,72400.00
40250,'2020102901001230',UPPER,11,36,50,288,14400.00
40251,'2020102904000256',GIC,37,38,10,565,5650.00
40252,'2020102901001229',GBIME,45,53,43,304,13072.00
40253,'2020102901001228',GBIME,55,44,137,305,41785.00
40254,'2020102903000161',RLI,45,38,10,596,5960.00
40255,'2020102901001227',CZBIL,21,50,100,246,24600.00
40256,'2020102904000255',GIC,37,34,10,565,5650.00
40257,'2020102901001226',GBIME,45,29,357,304,108528.00
40258,'2020102901001225',GBIME,46,29,50,304,15200.00
40259,'2020102901001224',GBIME,14,29,593,304,180272.00
40260,'2020102901001223',NCCB,38,41,100,244,24400.00
40261,'2020102901001222',NCCB,47,41,300,244,73200.00
40262,'2020102901001221',NCCB,52,41,34,244,8296.00
40263,'2020102901001220',BOKL,22,17,20,294,5880.00
40264,'2020102904000254',GIC,37,34,10,565,5650.00
40265,'2020102901001219',NMB,37,17,1000,437,437000.00
40266,'2020102901001218',ADBL,34,42,446,482,214972.00
40267,'2020102901001217',ADBL,34,37,54,482,26028.00
40268,'2020102901001216',SANIMA,38,8,160,363,58080.00
40269,'2020102903000160',PROFL,13,50,100,144,14400.00
40270,'2020102903000159',PROFL,13,48,200,144,28800.00
40271,'2020102901001215',NBL,34,16,265,351,93015.00
40272,'2020102901001214',NBL,16,16,235,351,82485.00
40273,'2020102903000158',JBBL,43,29,600,219,131400.00
40274,'2020102904000253',GIC,37,52,10,565,5650.00
40275,'2020102904000252',GIC,37,41,10,565,5650.00
40276,'2020102904000251',GIC,37,52,10,565,5650.00
40277,'2020102904000250',GIC,37,49,10,565,5650.00
40278,'2020102901001213',SJCL,47,36,20,190,3800.00
40279,'2020102901001212',CZBIL,21,32,100,246,24600.00
40280,'2020102901001211',CZBIL,21,28,239,245,58555.00
40281,'2020102901001210',CBL,39,45,350,181,63350.00
40282,'2020102901001209',CBL,8,45,100,181,18100.00
40283,'2020102901001208',CBL,34,45,500,181,90500.00
40284,'2020102901001207',CBL,50,45,150,182,27300.00
40285,'2020102901001206',MBL,5,43,60,238,14280.00
40286,'2020102901001205',MBL,5,41,558,238,132804.00
40287,'2020102901001204',NCCB,52,34,66,244,16104.00
40288,'2020102901001203',NCCB,45,34,34,244,8296.00
40289,'2020102901001202',KBL,38,34,100,244,24400.00
40290,'2020102901001201',UPPER,11,39,50,288,14400.00
40291,'2020102901001200',PRVU,42,40,100,271,27100.00
40292,'2020102904000249',GIC,41,7,10,568,5680.00
40293,'2020102904000248',GIC,41,49,10,568,5680.00
40294,'2020102904000247',GIC,41,29,10,568,5680.00
40295,'2020102904000246',GIC,41,29,10,568,5680.00
40296,'2020102904000245',GIC,41,6,10,567,5670.00
40297,'2020102901001199',NBL,16,29,300,351,105300.00
40298,'2020102901001198',EBL,3,21,95,753,71535.00
40299,'2020102901001197',EBL,49,21,55,753,41415.00
40300,'2020102904000244',GIC,37,42,10,565,5650.00
40301,'2020102901001196',GBIME,14,33,200,304,60800.00
40302,'2020102901001195',MEGA,50,19,120,247,29640.00
40303,'2020102904000243',GIC,37,45,10,565,5650.00
40304,'2020102901001194',NMB,57,6,1000,437,437000.00
40305,'2020102901001193',CZBIL,45,28,100,245,24500.00
40306,'2020102901001192',PRVU,58,29,200,272,54400.00
40307,'2020102904000242',GIC,37,13,10,565,5650.00
40308,'2020102901001191',NMB,42,33,68,438,29784.00
40309,'2020102903000157',JBBL,4,29,300,219,65700.00
40310,'2020102903000156',JBBL,3,29,90,220,19800.00
40311,'2020102901001190',LBL,25,41,835,294,245490.00
40312,'2020102901001189',LBL,25,13,722,294,212268.00
40313,'2020102901001188',LBL,25,33,1980,294,582120.00
40314,'2020102901001187',LBL,25,37,30,293,8790.00
40315,'2020102901001186',API,44,3,515,225,115875.00
40316,'2020102901001185',API,13,3,385,225,86625.00
40317,'2020102901001184',MBL,14,25,255,237,60435.00
40318,'2020102901001183',SHIVM,35,25,380,755,286900.00
40319,'2020102901001182',SHIVM,3,25,50,755,37750.00
40320,'2020102901001181',SHIVM,26,25,20,755,15100.00
40321,'2020102901001180',SHIVM,45,25,50,756,37800.00
40322,'2020102904000241',GIC,37,58,10,565,5650.00
40323,'2020102901001179',CZBIL,25,28,200,245,49000.00
40324,'2020102901001178',CZBIL,21,28,200,246,49200.00
40325,'2020102901001177',CZBIL,46,28,100,246,24600.00
40326,'2020102901001176',CZBIL,47,28,161,246,39606.00
40327,'2020102901001175',NBL,32,10,188,352,66176.00
40328,'2020102901001174',NBL,32,58,12,352,4224.00
40329,'2020102903000155',JBBL,3,45,100,220,22000.00
40330,'2020102903000154',JBBL,3,14,100,220,22000.00
40331,'2020102903000153',JBBL,3,45,410,220,90200.00
40332,'2020102903000152',RLI,45,36,10,596,5960.00
40333,'2020102901001173',NBL,18,58,88,352,30976.00
40334,'2020102901001172',NBL,18,22,200,352,70400.00
40335,'2020102901001171',NBL,18,17,212,352,74624.00
40336,'2020102901001170',NBB,14,48,30,237,7110.00
40337,'2020102904000240',GIC,37,55,10,565,5650.00
40338,'2020102904000239',GIC,37,34,10,565,5650.00
40339,'2020102901001169',PRVU,8,29,100,272,27200.00
40340,'2020102904000238',GIC,40,36,10,567,5670.00
40341,'2020102901001168',LBL,14,17,200,292,58400.00
40342,'2020102904000237',GIC,40,45,10,567,5670.00
40343,'2020102904000236',GIC,40,41,10,567,5670.00
40344,'2020102904000235',GIC,40,42,10,567,5670.00
40345,'2020102904000234',GIC,40,50,10,567,5670.00
40346,'2020102904000233',GIC,40,32,10,567,5670.00
40347,'2020102904000232',GIC,40,44,10,566,5660.00
40348,'2020102901001167',MEGA,58,41,200,248,49600.00
40349,'2020102901001166',MEGA,28,41,500,248,124000.00
40350,'2020102901001165',MEGA,38,41,200,248,49600.00
40351,'2020102901001164',MEGA,45,41,50,248,12400.00
40352,'2020102901001163',MEGA,51,41,150,248,37200.00
40353,'2020102904000231',GIC,37,29,10,565,5650.00
40354,'2020102904000230',GIC,37,16,10,565,5650.00
40355,'2020102901001162',SJCL,47,28,20,190,3800.00
40356,'2020102901001161',MBL,47,41,100,238,23800.00
40357,'2020102903000151',MNBBL,11,34,50,373,18650.00
40358,'2020102901001160',API,13,58,500,225,112500.00
40359,'2020102904000229',GIC,37,45,10,565,5650.00
40360,'2020102904000228',GIC,37,58,10,565,5650.00
40361,'2020102901001159',AIL,3,38,10,511,5110.00
40362,'2020102904000227',GIC,35,58,10,565,5650.00
40363,'2020102901001158',PRVU,41,29,180,272,48960.00
40364,'2020102901001157',CBL,34,45,1500,181,271500.00
40365,'2020102901001156',CBL,45,45,500,182,91000.00
40366,'2020102901001155',CBL,53,45,100,182,18200.00
40367,'2020102901001154',MBL,34,5,100,237,23700.00
40368,'2020102901001153',MBL,22,5,50,237,11850.00
40369,'2020102901001152',MBL,7,5,200,237,47400.00
40370,'2020102901001151',MBL,48,5,50,237,11850.00
40371,'2020102901001150',MBL,18,5,150,237,35550.00
40372,'2020102903000150',NRN,35,36,10,347,3470.00
40373,'2020102904000226',GIC,35,52,10,565,5650.00
40374,'2020102901001149',CZBIL,47,42,150,246,36900.00
40375,'2020102901001148',RHPL,25,36,40,211,8440.00
40376,'2020102903000149',PFL,43,34,90,198,17820.00
40377,'2020102901001147',NIB,17,39,49,445,21805.00
40378,'2020102901001146',MEGA,49,43,63,249,15687.00
40379,'2020102901001145',MEGA,49,37,37,249,9213.00
40380,'2020102901001144',SBL,42,11,101,352,35552.00
40381,'2020102901001143',SBL,45,11,99,352,34848.00
40382,'2020102904000225',GIC,35,52,10,565,5650.00
40383,'2020102901001142',NBL,16,14,465,351,163215.00
40384,'2020102901001141',NBL,1,14,200,351,70200.00
40385,'2020102901001140',NBL,1,14,85,351,29835.00
40386,'2020102901001139',NBL,56,14,1250,351,438750.00
40387,'2020102901001138',GBIME,14,43,16,304,4864.00
40388,'2020102901001137',UPCL,48,59,10,138,1380.00
40389,'2020102901001136',SANIMA,41,34,100,364,36400.00
40390,'2020102904000224',GIC,35,49,10,565,5650.00
40391,'2020102901001135',PRIN,28,22,10,610,6100.00
40392,'2020102901001134',NMB,43,6,100,435,43500.00
40393,'2020102901001133',NMB,40,6,40,435,17400.00
40394,'2020102901001132',NMB,58,6,100,435,43500.00
40395,'2020102901001131',NMB,57,6,100,435,43500.00
40396,'2020102901001130',NMB,41,6,30,435,13050.00
40397,'2020102901001129',NMB,41,6,1000,435,435000.00
40398,'2020102901001128',NMB,49,6,180,435,78300.00
40399,'2020102901001127',NMB,58,6,50,435,21750.00
40400,'2020102901001126',NMB,50,6,390,435,169650.00
40401,'2020102901001125',ADBL,35,37,46,482,22172.00
40402,'2020102901001124',ADBL,35,52,54,482,26028.00
40403,'2020102903000148',GBBL,45,22,450,279,125550.00
40404,'2020102903000147',GBBL,45,45,50,279,13950.00
40405,'2020102901001123',KBL,13,43,500,244,122000.00
40406,'2020102901001122',KBL,13,44,304,244,74176.00
40407,'2020102903000146',MNBBL,41,34,300,375,112500.00
40408,'2020102901001121',CZBIL,47,45,189,246,46494.00
40409,'2020102901001120',CZBIL,41,45,161,246,39606.00
40410,'2020102901001119',NABIL,17,19,200,914,182800.00
40411,'2020102901001118',NABIL,17,33,140,914,127960.00
40412,'2020102901001117',KBL,41,56,20,243,4860.00
40413,'2020102901001116',KBL,13,56,180,243,43740.00
40414,'2020102901001115',NBL,29,17,500,352,176000.00
40415,'2020102901001114',NICA,49,11,16,623,9968.00
40416,'2020102901001113',PCBL,25,6,24,338,8112.00
40417,'2020102901001112',PCBL,41,6,976,338,329888.00
40418,'2020102904000223',GIC,35,38,10,565,5650.00
40419,'2020102901001111',CZBIL,41,1,68,246,16728.00
40420,'2020102901001110',SANIMA,41,51,20,365,7300.00
40421,'2020102904000222',GIC,57,35,10,565,5650.00
40422,'2020102904000221',GIC,57,51,10,565,5650.00
40423,'2020102901001109',CZBIL,41,28,71,245,17395.00
40424,'2020102901001108',CZBIL,44,28,100,245,24500.00
40425,'2020102901001107',CZBIL,10,28,10,245,2450.00
40426,'2020102901001106',CZBIL,58,28,100,245,24500.00
40427,'2020102901001105',CZBIL,49,28,162,245,39690.00
40428,'2020102901001104',CZBIL,25,28,557,245,136465.00
40429,'2020102901001103',BOKL,10,41,50,292,14600.00
40430,'2020102901001102',SANIMA,57,29,225,364,81900.00
40431,'2020102901001101',SANIMA,22,29,20,364,7280.00
40432,'2020102901001100',GBIME,6,44,100,305,30500.00
40433,'2020102904000220',GIC,57,25,10,565,5650.00
40434,'2020102904000219',GIC,57,43,10,565,5650.00
40435,'2020102901001099',NICA,49,44,20,620,12400.00
40436,'2020102901001098',NICA,22,44,200,620,124000.00
40437,'2020102904000218',GIC,57,59,10,565,5650.00
40438,'2020102901001097',PCBL,41,45,100,338,33800.00
40439,'2020102901001096',BOKL,10,54,100,292,29200.00
40440,'2020102901001095',BOKL,10,53,370,292,108040.00
40441,'2020102903000145',DDBL,21,49,25,895,22375.00
40442,'2020102901001094',CBL,29,45,92,182,16744.00
40443,'2020102901001093',CBL,56,45,100,182,18200.00
40444,'2020102901001092',CBL,49,45,20,182,3640.00
40445,'2020102901001091',CBL,22,45,50,182,9100.00
40446,'2020102901001090',CBL,17,45,200,182,36400.00
40447,'2020102901001089',CBL,44,45,2038,182,370916.00
